id_seq,sentenced,choice_str
44_47_R,Some packers are not butchers and Some tutors are butchers,"['All packers are tutors', 'All tutors are packers', 'Some packers are tutors', 'Some tutors are packers', 'Some packers are not tutors', 'Some tutors are not packers', 'No packers are tutors', 'No tutors are packers', 'NVC']"
44_48_R,Some golfers are teachers and All bankers are golfers,"['All teachers are bankers', 'All bankers are teachers', 'Some teachers are bankers', 'Some bankers are teachers', 'Some teachers are not bankers', 'Some bankers are not teachers', 'No teachers are bankers', 'No bankers are teachers', 'NVC']"
44_50_R,No carpenters are linguists and No divers are linguists,"['All carpenters are divers', 'All divers are carpenters', 'Some carpenters are divers', 'Some divers are carpenters', 'Some carpenters are not divers', 'Some divers are not carpenters', 'No carpenters are divers', 'No divers are carpenters', 'NVC']"
44_52_R,Some hunters are not athletes and Some lawyers are hunters,"['All athletes are lawyers', 'All lawyers are athletes', 'Some athletes are lawyers', 'Some lawyers are athletes', 'Some athletes are not lawyers', 'Some lawyers are not athletes', 'No athletes are lawyers', 'No lawyers are athletes', 'NVC']"
44_53_R,No managers are clerks and All models are managers,"['All clerks are models', 'All models are clerks', 'Some clerks are models', 'Some models are clerks', 'Some clerks are not models', 'Some models are not clerks', 'No clerks are models', 'No models are clerks', 'NVC']"
44_54_R,Some actors are not nurses and No nurses are drillers,"['All actors are drillers', 'All drillers are actors', 'Some actors are drillers', 'Some drillers are actors', 'Some actors are not drillers', 'Some drillers are not actors', 'No actors are drillers', 'No drillers are actors', 'NVC']"
44_57_R,No painters are actors and All painters are workers,"['All actors are workers', 'All workers are actors', 'Some actors are workers', 'Some workers are actors', 'Some actors are not workers', 'Some workers are not actors', 'No actors are workers', 'No workers are actors', 'NVC']"
44_58_R,All painters are auditors and No painters are cleaners,"['All auditors are cleaners', 'All cleaners are auditors', 'Some auditors are cleaners', 'Some cleaners are auditors', 'Some auditors are not cleaners', 'Some cleaners are not auditors', 'No auditors are cleaners', 'No cleaners are auditors', 'NVC']"
44_59_R,Some pilots are not tailors and No singers are tailors,"['All pilots are singers', 'All singers are pilots', 'Some pilots are singers', 'Some singers are pilots', 'Some pilots are not singers', 'Some singers are not pilots', 'No pilots are singers', 'No singers are pilots', 'NVC']"
44_60_R,All engineers are fencers and Some campers are not engineers,"['All fencers are campers', 'All campers are fencers', 'Some fencers are campers', 'Some campers are fencers', 'Some fencers are not campers', 'Some campers are not fencers', 'No fencers are campers', 'No campers are fencers', 'NVC']"
44_62_R,No poets are waiters and Some cashiers are poets,"['All waiters are cashiers', 'All cashiers are waiters', 'Some waiters are cashiers', 'Some cashiers are waiters', 'Some waiters are not cashiers', 'Some cashiers are not waiters', 'No waiters are cashiers', 'No cashiers are waiters', 'NVC']"
44_63_R,Some planners are not surfers and All artists are surfers,"['All planners are artists', 'All artists are planners', 'Some planners are artists', 'Some artists are planners', 'Some planners are not artists', 'Some artists are not planners', 'No planners are artists', 'No artists are planners', 'NVC']"
45_0_R,All assistants are farmers and Some scholars are assistants,"['All farmers are scholars', 'All scholars are farmers', 'Some farmers are scholars', 'Some scholars are farmers', 'Some farmers are not scholars', 'Some scholars are not farmers', 'No farmers are scholars', 'No scholars are farmers', 'NVC']"
45_1_R,No investors are barbers and All jugglers are barbers,"['All investors are jugglers', 'All jugglers are investors', 'Some investors are jugglers', 'Some jugglers are investors', 'Some investors are not jugglers', 'Some jugglers are not investors', 'No investors are jugglers', 'No jugglers are investors', 'NVC']"
45_2_R,Some pilots are singers and All pilots are tailors,"['All singers are tailors', 'All tailors are singers', 'Some singers are tailors', 'Some tailors are singers', 'Some singers are not tailors', 'Some tailors are not singers', 'No singers are tailors', 'No tailors are singers', 'NVC']"
45_3_R,All linguists are divers and All divers are carpenters,"['All linguists are carpenters', 'All carpenters are linguists', 'Some linguists are carpenters', 'Some carpenters are linguists', 'Some linguists are not carpenters', 'Some carpenters are not linguists', 'No linguists are carpenters', 'No carpenters are linguists', 'NVC']"
45_5_R,Some plumbers are lifeguards and All dentists are plumbers,"['All lifeguards are dentists', 'All dentists are lifeguards', 'Some lifeguards are dentists', 'Some dentists are lifeguards', 'Some lifeguards are not dentists', 'Some dentists are not lifeguards', 'No lifeguards are dentists', 'No dentists are lifeguards', 'NVC']"
45_6_R,Some sailors are not chemists and All sailors are potters,"['All chemists are potters', 'All potters are chemists', 'Some chemists are potters', 'Some potters are chemists', 'Some chemists are not potters', 'Some potters are not chemists', 'No chemists are potters', 'No potters are chemists', 'NVC']"
45_7_R,All actors are workers and Some actors are painters,"['All workers are painters', 'All painters are workers', 'Some workers are painters', 'Some painters are workers', 'Some workers are not painters', 'Some painters are not workers', 'No workers are painters', 'No painters are workers', 'NVC']"
45_8_R,Some nurses are drillers and All actors are drillers,"['All nurses are actors', 'All actors are nurses', 'Some nurses are actors', 'Some actors are nurses', 'Some nurses are not actors', 'Some actors are not nurses', 'No nurses are actors', 'No actors are nurses', 'NVC']"
45_9_R,Some poets are waiters and All waiters are cashiers,"['All poets are cashiers', 'All cashiers are poets', 'Some poets are cashiers', 'Some cashiers are poets', 'Some poets are not cashiers', 'Some cashiers are not poets', 'No poets are cashiers', 'No cashiers are poets', 'NVC']"
45_10_R,Some counselors are not riders and Some counselors are not joggers,"['All riders are joggers', 'All joggers are riders', 'Some riders are joggers', 'Some joggers are riders', 'Some riders are not joggers', 'Some joggers are not riders', 'No riders are joggers', 'No joggers are riders', 'NVC']"
45_11_R,Some poets are not miners and No miners are skaters,"['All poets are skaters', 'All skaters are poets', 'Some poets are skaters', 'Some skaters are poets', 'Some poets are not skaters', 'Some skaters are not poets', 'No poets are skaters', 'No skaters are poets', 'NVC']"
45_12_R,No dancers are typists and All boxers are dancers,"['All typists are boxers', 'All boxers are typists', 'Some typists are boxers', 'Some boxers are typists', 'Some typists are not boxers', 'Some boxers are not typists', 'No typists are boxers', 'No boxers are typists', 'NVC']"
45_13_R,Some surfers are artists and Some planners are not artists,"['All surfers are planners', 'All planners are surfers', 'Some surfers are planners', 'Some planners are surfers', 'Some surfers are not planners', 'Some planners are not surfers', 'No surfers are planners', 'No planners are surfers', 'NVC']"
45_14_R,No trainers are architects and Some designers are not trainers,"['All architects are designers', 'All designers are architects', 'Some architects are designers', 'Some designers are architects', 'Some architects are not designers', 'Some designers are not architects', 'No architects are designers', 'No designers are architects', 'NVC']"
45_16_R,Some painters are cleaners and Some auditors are painters,"['All cleaners are auditors', 'All auditors are cleaners', 'Some cleaners are auditors', 'Some auditors are cleaners', 'Some cleaners are not auditors', 'Some auditors are not cleaners', 'No cleaners are auditors', 'No auditors are cleaners', 'NVC']"
45_17_R,All cooks are swimmers and Some cooks are not mayors,"['All swimmers are mayors', 'All mayors are swimmers', 'Some swimmers are mayors', 'Some mayors are swimmers', 'Some swimmers are not mayors', 'Some mayors are not swimmers', 'No swimmers are mayors', 'No mayors are swimmers', 'NVC']"
45_18_R,No sculptors are bakers and Some gamblers are bakers,"['All sculptors are gamblers', 'All gamblers are sculptors', 'Some sculptors are gamblers', 'Some gamblers are sculptors', 'Some sculptors are not gamblers', 'Some gamblers are not sculptors', 'No sculptors are gamblers', 'No gamblers are sculptors', 'NVC']"
45_19_R,Some teachers are not golfers and Some golfers are not bankers,"['All teachers are bankers', 'All bankers are teachers', 'Some teachers are bankers', 'Some bankers are teachers', 'Some teachers are not bankers', 'Some bankers are not teachers', 'No teachers are bankers', 'No bankers are teachers', 'NVC']"
45_21_R,No brokers are secretaries and No agents are brokers,"['All secretaries are agents', 'All agents are secretaries', 'Some secretaries are agents', 'Some agents are secretaries', 'Some secretaries are not agents', 'Some agents are not secretaries', 'No secretaries are agents', 'No agents are secretaries', 'NVC']"
45_22_R,All tellers are climbers and No doctors are climbers,"['All tellers are doctors', 'All doctors are tellers', 'Some tellers are doctors', 'Some doctors are tellers', 'Some tellers are not doctors', 'Some doctors are not tellers', 'No tellers are doctors', 'No doctors are tellers', 'NVC']"
45_23_R,Some runners are chefs and No runners are scientists,"['All chefs are scientists', 'All scientists are chefs', 'Some chefs are scientists', 'Some scientists are chefs', 'Some chefs are not scientists', 'Some scientists are not chefs', 'No chefs are scientists', 'No scientists are chefs', 'NVC']"
45_24_R,Some tutors are not packers and Some butchers are not packers,"['All tutors are butchers', 'All butchers are tutors', 'Some tutors are butchers', 'Some butchers are tutors', 'Some tutors are not butchers', 'Some butchers are not tutors', 'No tutors are butchers', 'No butchers are tutors', 'NVC']"
