Unnamed: 0,id_seq,sentenced,few_shot_pred
4482,87_23_R,No fencers are campers and Some engineers are fencers, Some engineers are campers
4484,87_27_R,No brewers are judges and All porters are brewers, No brewers are judges
4485,87_30_R,No travelers are novelists and All travelers are analysts, No travelers are novelists
4491,87_36_R,No actuaries are opticians and Some boxers are opticians, Some boxers are actuaries
4494,87_40_R,No architects are designers and Some architects are trainers, Some architects are trainers
4495,87_41_R,All farmers are assistants and All scholars are farmers, Some farmers are assistants
4500,87_53_R,All gamblers are sculptors and No sculptors are bakers, No gamblers are sculptors
4502,87_58_R,All lifeguards are plumbers and All lifeguards are dentists, All lifeguards are plumbers
4504,87_60_R,No skaters are therapists and All therapists are climbers, All skaters are climbers
4508,88_0_R,All architects are trainers and All trainers are designers, All architects are trainers
4509,88_1_R,No plumbers are dentists and All lifeguards are dentists, Some lifeguards are dentists
4510,88_2_R,All writers are drivers and Some hikers are writers, Some hikers are drivers
4513,88_8_R,No climbers are tellers and All climbers are doctors, Some climbers are doctors
4514,88_9_R,All planners are surfers and Some planners are artists, Some planners are artists
4515,88_10_R,No cooks are swimmers and Some mayors are swimmers, Some cooks are swimmers
4520,88_15_R,All miners are poets and All miners are skaters, All miners are skaters
4524,88_24_R,Some models are clerks and No managers are clerks, Some managers are clerks
4526,88_27_R,No scientists are runners and Some chefs are scientists, Some chefs are runners
4527,88_28_R,All soldiers are editors and No editors are florists, No soldiers are editors
4528,88_33_R,All counselors are riders and All joggers are counselors, All joggers are riders
4530,88_37_R,All brokers are agents and No brokers are secretaries, No brokers are secretaries
4531,88_38_R,No cyclists are buyers and Some cyclists are students, Some cyclists are buyers
4536,88_44_R,No brewers are judges and All judges are porters, No brewers are judges
4538,88_46_R,Some designers are trainers and All trainers are architects, Some trainers are designers
4540,88_49_R,Some climbers are tellers and No climbers are doctors, Some climbers are tellers
4545,88_57_R,No auditors are painters and All cleaners are auditors, Some cleaners are painters
4546,88_58_R,All waiters are poets and Some cashiers are not poets, Some waiters are poets
4548,88_61_R,Some linguists are divers and No carpenters are linguists, No carpenters are divers
4551,89_1_R,Some butchers are tutors and All butchers are packers, All butchers are packers
4552,89_3_R,All engineers are fencers and All fencers are campers, All engineers are campers
4553,89_5_R,No gamblers are sculptors and Some gamblers are bakers, Some gamblers are bakers
4555,89_9_R,No linguists are carpenters and All divers are linguists, Some divers are carpenters
4557,89_11_R,All judges are brewers and Some judges are porters, Some judges are brewers
4558,89_12_R,All skaters are poets and No miners are skaters, Some miners are poets
4564,89_21_R,Some hunters are lawyers and No hunters are athletes, No hunters are lawyers
4566,89_23_R,Some jugglers are barbers and No investors are barbers, No investors are jugglers
4567,89_24_R,All lifeguards are plumbers and Some lifeguards are not dentists, Some lifeguards are plumbers
4574,89_33_R,Some doctors are tellers and No climbers are doctors, Some climbers are tellers
4576,89_35_R,All scholars are assistants and Some farmers are not assistants, Some scholars are assistants
4577,89_37_R,No climbers are therapists and All climbers are skaters, No climbers are skaters
4582,89_51_R,No agents are brokers and Some secretaries are agents, Some secretaries are brokers
4586,89_58_R,All engineers are fencers and No engineers are campers, No engineers are campers
4590,90_0_R,All buyers are students and All students are cyclists, All buyers are students
4591,90_1_R,No skaters are therapists and All climbers are therapists, No climbers are therapists
4592,90_2_R,All painters are workers and Some actors are painters, Some actors are workers
4593,90_3_R,Some secretaries are brokers and All secretaries are agents, Some secretaries are brokers
4594,90_5_R,All potters are sailors and No chemists are sailors, Some chemists are sailors
4596,90_7_R,No bakers are gamblers and Some gamblers are sculptors, Some gamblers are sculptors
4599,90_10_R,All bankers are golfers and All teachers are bankers, All bankers are golfers
4601,90_12_R,No riders are joggers and Some counselors are joggers, Some counselors are joggers
4602,90_13_R,All analysts are novelists and Some travelers are not novelists, Some travelers are novelists
4603,90_14_R,Some skaters are miners and No skaters are poets, No skaters are poets
4609,90_23_R,No actors are nurses and All actors are drillers, No actors are nurses
4610,90_24_R,All engineers are campers and Some engineers are fencers, Some engineers are fencers
4611,90_25_R,Some drivers are hikers and No writers are hikers, Some writers are hikers
4620,90_36_R,All surfers are artists and Some surfers are not planners, Some surfers are planners
4621,90_37_R,No farmers are assistants and All assistants are scholars, All farmers are assistants
4626,90_45_R,Some packers are tutors and No tutors are butchers, No packers are butchers
4628,90_48_R,All runners are scientists and No runners are chefs, Some runners are scientists
4630,90_50_R,All trainers are architects and All trainers are designers, All trainers are architects
4636,90_58_R,Some skaters are climbers and No therapists are skaters, No therapists are climbers
4637,90_59_R,All sailors are chemists and No chemists are potters, No chemists are sailors
4639,91_1_R,No skaters are miners and All poets are miners, Some poets are skaters
4640,91_3_R,All models are managers and Some clerks are models, Some clerks are managers
4644,91_11_R,Some dentists are plumbers and All plumbers are lifeguards, Some dentists are lifeguards
4650,91_28_R,Some bankers are golfers and No teachers are golfers, No teachers are golfers
4651,91_29_R,No scholars are assistants and Some assistants are farmers, Some assistants are farmers
4653,91_32_R,No plumbers are lifeguards and Some dentists are lifeguards, Some plumbers are lifeguards
4654,91_34_R,All models are managers and Some models are clerks, Some managers are clerks
4657,91_38_R,No skaters are miners and All skaters are poets, All skaters are poets
4660,91_42_R,Some fencers are campers and No engineers are fencers, No engineers are campers
4661,91_43_R,All doctors are climbers and No tellers are doctors, All tellers are climbers
4671,91_63_R,Some artists are surfers and No artists are planners, No planners are artists
4672,92_2_R,No potters are sailors and All chemists are sailors, All chemists are sailors
4673,92_3_R,All riders are joggers and All joggers are counselors, All riders are counselors
4676,92_6_R,All painters are workers and All actors are painters, Some actors are workers
4681,92_14_R,No cashiers are poets and Some poets are waiters, Some poets are cashiers
4682,92_15_R,All poets are miners and Some skaters are not miners, Some skaters are miners
4687,92_25_R,No lifeguards are plumbers and Some dentists are lifeguards, Some dentists are plumbers
4690,92_29_R,No carpenters are divers and Some linguists are divers, Some linguists are divers
4693,92_36_R,No tellers are climbers and Some tellers are doctors, Some tellers are climbers
4696,92_44_R,All judges are porters and No brewers are judges, Some brewers are porters
4697,92_46_R,No climbers are therapists and All therapists are skaters, Some climbers are therapists
4698,92_47_R,No miners are skaters and All miners are poets, Some skaters are poets
4699,92_48_R,All actuaries are boxers and Some actuaries are opticians, Some actuaries are boxers
4706,93_1_R,Some poets are waiters and All poets are cashiers, Some poets are waiters
4709,93_12_R,All judges are porters and Some judges are brewers, Some judges are porters
4712,93_19_R,All actuaries are opticians and No boxers are opticians, All actuaries are opticians
4713,93_20_R,Some carpenters are divers and No carpenters are linguists, No linguists are divers
4715,93_24_R,All workers are painters and No workers are actors, No workers are painters
4722,93_33_R,No therapists are skaters and Some climbers are skaters, Some climbers are skaters
4724,93_36_R,Some singers are pilots and No tailors are pilots, No tailors are pilots
4725,93_39_R,All sailors are potters and Some sailors are not chemists, Some sailors are potters
4726,93_40_R,All poets are cashiers and All poets are waiters, All poets are cashiers
4730,93_46_R,All chefs are scientists and All runners are chefs, All chefs are scientists
4731,93_48_R,No cooks are swimmers and All mayors are cooks, Some cooks are swimmers
4733,93_51_R,No investors are jugglers and Some barbers are investors, Some barbers are jugglers
