task_form,best_bert_00_index,bert_00success,best_mnli_00_index,mnli_00success,sentenced
EI3,3,0,5,1,No managers are clerks and Some models are clerks
EE4,1,0,6,0,No lifeguards are plumbers and No lifeguards are dentists
OO3,2,0,2,0,Some waiters are not poets and Some cashiers are not poets
AE3,0,0,6,1,All students are cyclists and No buyers are cyclists
IE3,2,0,5,0,Some pilots are tailors and No singers are tailors
II2,2,0,2,0,Some trainers are designers and Some architects are trainers
OE3,4,0,4,0,Some judges are not brewers and No porters are brewers
AO1,4,0,4,0,All drivers are writers and Some writers are not hikers
OA1,2,0,4,0,Some climbers are not therapists and All therapists are skaters
EE3,6,0,6,0,No divers are carpenters and No linguists are carpenters
EE2,2,0,6,0,No hunters are lawyers and No athletes are hunters
AA4,0,0,0,0,All opticians are boxers and All opticians are actuaries
OI2,3,0,5,0,Some florists are not editors and Some soldiers are florists
OO4,2,0,4,0,Some scientists are not runners and Some scientists are not chefs
AI1,0,0,2,0,All packers are butchers and Some butchers are tutors
AI3,2,0,2,0,All workers are actors and Some painters are actors
IO1,3,0,4,0,Some brokers are agents and Some agents are not secretaries
IE1,5,0,5,0,Some gamblers are sculptors and No sculptors are bakers
IO3,3,0,5,0,Some poets are skaters and Some miners are not skaters
EI2,2,0,5,1,No counselors are joggers and Some riders are counselors
OA2,2,0,5,0,Some campers are not fencers and All engineers are campers
AE1,2,0,6,1,All skaters are therapists and No therapists are climbers
EE1,0,0,6,0,No clerks are models and No models are managers
AA3,0,0,0,0,All joggers are riders and All counselors are riders
OI1,2,0,4,0,Some soldiers are not florists and Some florists are editors
II3,2,0,2,0,Some barbers are jugglers and Some investors are jugglers
IO4,2,0,4,0,Some skaters are miners and Some skaters are not poets
II1,0,0,2,0,Some auditors are painters and Some painters are cleaners
IE4,2,0,6,0,Some analysts are novelists and No analysts are travelers
OO1,2,0,5,0,Some writers are not drivers and Some drivers are not hikers
OA4,2,0,5,1,Some campers are not engineers and All campers are fencers
EA1,3,0,6,0,No boxers are actuaries and All actuaries are opticians
OA3,4,1,4,1,Some mayors are not cooks and All swimmers are cooks
AO2,2,0,5,0,All poets are waiters and Some cashiers are not poets
AA2,0,0,0,0,All architects are trainers and All designers are architects
IA3,3,0,2,0,Some judges are porters and All brewers are porters
OO2,3,0,5,0,Some gamblers are not sculptors and Some bakers are not gamblers
OI3,3,0,4,0,Some scholars are not assistants and Some farmers are assistants
AE2,3,0,6,0,All divers are linguists and No carpenters are divers
IA1,0,0,5,1,Some climbers are doctors and All doctors are tellers
EO3,3,0,5,0,No brokers are agents and Some secretaries are not agents
IA2,3,0,4,0,Some butchers are tutors and All packers are butchers
EO2,2,0,5,0,No typists are dancers and Some boxers are not typists
EA2,2,0,7,1,No planners are surfers and All artists are planners
EO4,5,0,5,0,No drillers are actors and Some drillers are not nurses
EA3,0,0,4,1,No scientists are chefs and All runners are chefs
AI2,3,1,5,0,All climbers are tellers and Some doctors are climbers
IA4,2,1,2,1,Some campers are fencers and All campers are engineers
OA3,0,0,4,1,Some soldiers are not editors and All florists are editors
IA3,2,0,5,0,Some gamblers are bakers and All sculptors are bakers
IO2,2,0,5,0,Some cleaners are painters and Some auditors are not cleaners
IE2,3,0,4,1,Some managers are clerks and No models are managers
EE3,1,0,7,0,No architects are designers and No trainers are designers
OI4,2,0,5,0,Some therapists are not skaters and Some therapists are climbers
AE2,2,0,6,0,All lawyers are hunters and No athletes are lawyers
IA1,2,1,5,1,Some typists are boxers and All boxers are dancers
EI4,2,0,5,1,No analysts are novelists and Some analysts are travelers
AI1,2,0,5,0,All cashiers are waiters and Some waiters are poets
II2,3,0,3,0,Some porters are judges and Some brewers are porters
AA2,2,1,1,1,All artists are surfers and All planners are artists
OO3,2,0,2,0,Some miners are not skaters and Some poets are not skaters
EA4,2,0,6,0,No butchers are packers and All butchers are tutors
IE3,2,0,6,0,Some counselors are joggers and No riders are joggers
OO4,2,0,4,0,Some drivers are not writers and Some drivers are not hikers
OE4,2,0,7,0,Some nurses are not actors and No nurses are drillers
OE1,3,0,6,0,Some bankers are not golfers and No golfers are teachers
IO4,2,0,4,0,Some boxers are opticians and Some boxers are not actuaries
EE2,0,0,6,0,No sculptors are gamblers and No bakers are sculptors
OO2,0,0,5,0,Some editors are not florists and Some soldiers are not editors
OI1,4,0,5,0,Some scholars are not assistants and Some assistants are farmers
OI2,2,0,5,0,Some jugglers are not barbers and Some investors are jugglers
EA2,0,0,7,1,No singers are pilots and All tailors are singers
EI2,2,0,4,0,No models are managers and Some clerks are models
OA2,0,0,5,0,Some agents are not secretaries and All brokers are agents
II4,1,0,2,0,Some lifeguards are plumbers and Some lifeguards are dentists
AE1,0,0,6,1,All miners are skaters and No skaters are poets
OE2,3,0,6,0,Some trainers are not architects and No designers are trainers
OE3,2,0,5,0,Some actors are not drillers and No nurses are drillers
IA2,3,0,3,0,Some tellers are climbers and All doctors are tellers
AI4,2,1,2,1,All bankers are teachers and Some bankers are golfers
OO1,2,0,4,0,Some sailors are not chemists and Some chemists are not potters
AA3,0,0,1,0,All brewers are porters and All judges are porters
II3,2,0,2,0,Some hikers are writers and Some drivers are writers
IE4,2,0,7,0,Some actors are workers and No actors are painters
EO2,2,0,5,0,No therapists are climbers and Some skaters are not therapists
IO3,2,0,5,0,Some novelists are travelers and Some analysts are not travelers
AO1,4,0,4,0,All athletes are hunters and Some hunters are not lawyers
EA3,0,0,7,1,No designers are trainers and All architects are trainers
AA1,2,1,0,1,All typists are dancers and All dancers are boxers
IA4,2,1,2,1,Some teachers are golfers and All teachers are bankers
EI1,5,1,2,0,No plumbers are lifeguards and Some lifeguards are dentists
II3,2,0,5,0,Some divers are carpenters and Some linguists are carpenters
OA1,2,0,4,0,Some sailors are not potters and All potters are chemists
AA3,0,0,0,0,All drillers are actors and All nurses are actors
AO3,2,0,5,1,All actuaries are opticians and Some boxers are not opticians
IE4,2,0,6,0,Some drivers are writers and No drivers are hikers
OI2,3,0,4,0,Some painters are not workers and Some actors are painters
OE3,2,0,4,0,Some skaters are not therapists and No climbers are therapists
EA4,0,0,7,0,No porters are brewers and All porters are judges
AO4,4,1,4,1,All poets are miners and Some poets are not skaters
EO2,3,0,5,0,No pilots are singers and Some tailors are not pilots
EI2,2,0,5,1,No mayors are swimmers and Some cooks are mayors
OE4,1,0,7,0,Some barbers are not investors and No barbers are jugglers
AE1,0,0,6,1,All bakers are gamblers and No gamblers are sculptors
OA2,5,0,5,0,Some hunters are not lawyers and All athletes are hunters
OI4,3,0,4,0,Some climbers are not tellers and Some climbers are doctors
IE2,2,0,5,0,Some cashiers are waiters and No poets are cashiers
AA4,3,1,0,0,All riders are counselors and All riders are joggers
OA4,4,0,5,1,Some clerks are not managers and All clerks are models
IE3,2,0,6,0,Some carpenters are linguists and No divers are linguists
IO1,2,0,5,0,Some lifeguards are dentists and Some dentists are not plumbers
AO2,2,0,5,0,All miners are skaters and Some poets are not miners
AA2,0,0,1,1,All buyers are cyclists and All students are buyers
II4,2,0,2,0,Some runners are chefs and Some runners are scientists
OO2,3,0,5,0,Some models are not managers and Some clerks are not models
AE3,3,0,6,1,All cooks are mayors and No swimmers are mayors
EA2,1,0,7,1,No barbers are investors and All jugglers are barbers
OI1,2,0,4,0,Some artists are not surfers and Some surfers are planners
IO2,5,0,2,0,Some architects are designers and Some trainers are not architects
II1,2,0,5,0,Some editors are soldiers and Some soldiers are florists
AI3,1,0,2,0,All hikers are writers and Some drivers are writers
II2,2,0,5,0,Some potters are sailors and Some chemists are potters
IA2,2,0,4,0,Some drillers are actors and All nurses are drillers
OE2,2,0,6,0,Some poets are not cashiers and No waiters are poets
OI3,2,0,4,0,Some opticians are not actuaries and Some boxers are actuaries
EE2,0,0,7,0,No brewers are porters and No judges are brewers
OE1,2,0,4,0,Some sculptors are not bakers and No bakers are gamblers
EO3,2,0,5,0,No packers are butchers and Some tutors are not butchers
EI4,2,0,5,1,No joggers are counselors and Some joggers are riders
OO3,0,0,5,0,Some auditors are not cleaners and Some painters are not cleaners
EA3,0,0,6,1,No counselors are riders and All joggers are riders
AI2,0,0,5,0,All dentists are lifeguards and Some plumbers are dentists
IA4,2,1,2,1,Some lawyers are hunters and All lawyers are athletes
IA3,2,0,4,0,Some dancers are boxers and All typists are boxers
AE2,0,0,6,0,All assistants are scholars and No farmers are assistants
EO4,5,0,5,0,No clerks are models and Some clerks are not managers
IO3,2,0,5,0,Some drivers are hikers and Some writers are not hikers
AE3,0,0,6,1,All editors are soldiers and No florists are soldiers
EE2,0,0,7,0,No cashiers are poets and No waiters are cashiers
II3,2,0,2,0,Some architects are trainers and Some designers are trainers
AO3,4,0,5,1,All novelists are travelers and Some analysts are not travelers
OO4,1,0,5,0,Some tutors are not packers and Some tutors are not butchers
OE4,2,0,7,0,Some jugglers are not barbers and No jugglers are investors
IA2,2,0,4,0,Some campers are fencers and All engineers are campers
EO3,5,0,5,0,No skaters are miners and Some poets are not miners
AI4,2,1,2,1,All sailors are chemists and Some sailors are potters
AI1,2,0,2,0,All climbers are therapists and Some therapists are skaters
EA1,0,0,7,0,No secretaries are agents and All agents are brokers
EO1,2,0,6,0,No auditors are cleaners and Some cleaners are not painters
AE4,0,0,6,0,All mayors are cooks and No mayors are swimmers
OI1,3,0,4,0,Some climbers are not tellers and Some tellers are doctors
AI3,2,0,5,0,All carpenters are divers and Some linguists are divers
OO2,4,0,5,0,Some drillers are not nurses and Some actors are not drillers
AA3,0,0,0,0,All mayors are swimmers and All cooks are swimmers
OE1,4,0,6,0,Some barbers are not investors and No investors are jugglers
II1,0,0,5,0,Some bakers are sculptors and Some sculptors are gamblers
EI1,0,0,5,1,No auditors are painters and Some painters are cleaners
IE1,2,0,6,0,Some writers are hikers and No hikers are drivers
OE2,2,0,6,0,Some surfers are not artists and No planners are surfers
OI4,2,0,5,0,Some miners are not poets and Some miners are skaters
OA3,4,1,5,0,Some tailors are not singers and All pilots are singers
II4,4,0,2,0,Some counselors are joggers and Some counselors are riders
IE4,2,0,6,0,Some brewers are porters and No brewers are judges
AE1,2,0,6,1,All typists are boxers and No boxers are dancers
II2,2,0,5,0,Some actuaries are boxers and Some opticians are actuaries
OE3,4,0,4,0,Some clerks are not managers and No models are managers
EO2,2,0,5,0,No architects are trainers and Some designers are not architects
EA2,1,0,7,1,No soldiers are editors and All florists are soldiers
IE2,3,0,7,0,Some butchers are tutors and No packers are butchers
EE4,6,0,6,0,No runners are chefs and No runners are scientists
OO3,3,0,3,0,Some cyclists are not buyers and Some students are not buyers
EI2,2,0,4,0,No workers are painters and Some actors are workers
OI2,3,0,5,0,Some analysts are not novelists and Some travelers are analysts
EE1,0,0,6,0,No fencers are engineers and No engineers are campers
IO1,2,0,5,0,Some skaters are climbers and Some climbers are not therapists
AA4,1,0,0,0,All lawyers are athletes and All lawyers are hunters
AA1,1,0,0,1,All cashiers are waiters and All waiters are poets
AI2,1,0,2,1,All lifeguards are plumbers and Some dentists are lifeguards
IA4,3,0,0,0,Some judges are brewers and All judges are porters
IE2,2,0,5,0,Some buyers are cyclists and No students are buyers
IO3,5,0,5,0,Some designers are architects and Some trainers are not architects
OA1,3,0,4,0,Some brokers are not agents and All agents are secretaries
OO4,3,0,5,0,Some opticians are not actuaries and Some opticians are not boxers
II1,2,0,4,0,Some fencers are campers and Some campers are engineers
II4,2,0,2,0,Some cooks are mayors and Some cooks are swimmers
EA2,1,0,4,1,No hunters are athletes and All lawyers are hunters
IA2,2,0,4,0,Some bankers are teachers and All golfers are bankers
EA1,0,0,7,0,No managers are clerks and All clerks are models
OI2,2,0,5,0,Some drivers are not hikers and Some writers are drivers
OI1,0,0,4,0,Some butchers are not packers and Some packers are tutors
IE1,2,0,5,0,Some editors are soldiers and No soldiers are florists
OE3,2,0,3,0,Some climbers are not doctors and No tellers are doctors
AA3,1,0,0,0,All painters are auditors and All cleaners are auditors
OE2,2,0,6,0,Some nurses are not actors and No drillers are nurses
EO1,3,0,5,0,No analysts are novelists and Some novelists are not travelers
IO4,2,0,5,0,Some painters are actors and Some painters are not workers
AO4,0,0,4,1,All sculptors are bakers and Some sculptors are not gamblers
EI3,2,0,5,1,No chefs are runners and Some scientists are runners
IE4,2,0,6,0,Some chemists are sailors and No chemists are potters
IO2,2,0,5,0,Some surfers are artists and Some planners are not surfers
EO3,5,0,5,0,No gamblers are sculptors and Some bakers are not sculptors
AA4,1,0,0,0,All fencers are engineers and All fencers are campers
AO1,1,0,4,0,All singers are pilots and Some pilots are not tailors
EE1,0,0,6,0,No lawyers are athletes and No athletes are hunters
IA3,1,0,4,0,Some florists are editors and All soldiers are editors
EE3,0,0,6,0,No actors are workers and No painters are workers
