sentenced,id_seq
Some miners are not poets and No skaters are miners,72_51_R
No swimmers are mayors and Some cooks are mayors,72_52_R
No soldiers are florists and No florists are editors,72_53_R
Some climbers are doctors and No climbers are tellers,72_54_R
Some chefs are not scientists and Some scientists are runners,72_56_R
No writers are drivers and No writers are hikers,72_57_R
All lifeguards are dentists and Some plumbers are dentists,72_58_R
All climbers are skaters and All therapists are skaters,72_60_R
All fencers are engineers and Some fencers are not campers,72_61_R
All typists are boxers and No dancers are boxers,72_62_R
Some bakers are gamblers and Some gamblers are sculptors,72_63_R
All models are clerks and Some managers are models,73_0_R
All surfers are planners and All planners are artists,73_1_R
Some florists are not soldiers and Some florists are editors,73_4_R
No counselors are joggers and No riders are counselors,73_5_R
Some scholars are farmers and Some farmers are assistants,73_6_R
Some jugglers are investors and Some investors are not barbers,73_9_R
All dentists are lifeguards and No dentists are plumbers,73_10_R
No trainers are architects and All architects are designers,73_11_R
No doctors are climbers and Some tellers are doctors,73_12_R
All teachers are bankers and All teachers are golfers,73_13_R
No potters are sailors and All potters are chemists,73_14_R
Some brokers are secretaries and All agents are brokers,73_15_R
Some cleaners are auditors and No cleaners are painters,73_17_R
No miners are skaters and No poets are skaters,73_19_R
Some chefs are runners and All runners are scientists,73_20_R
Some boxers are typists and Some dancers are boxers,73_21_R
Some gamblers are not sculptors and All bakers are gamblers,73_22_R
No novelists are analysts and Some travelers are not analysts,73_24_R
Some climbers are not skaters and All climbers are therapists,73_27_R
No judges are brewers and All porters are judges,73_28_R
No hikers are writers and Some hikers are drivers,73_29_R
Some lawyers are hunters and No athletes are lawyers,73_31_R
No brokers are secretaries and Some secretaries are agents,73_32_R
No scientists are runners and Some chefs are runners,73_33_R
All sailors are potters and No chemists are potters,73_34_R
Some farmers are not assistants and Some farmers are not scholars,73_36_R
Some cleaners are not auditors and Some painters are cleaners,73_38_R
No cyclists are buyers and Some buyers are not students,73_39_R
Some dentists are plumbers and Some lifeguards are not plumbers,73_40_R
All models are managers and No managers are clerks,73_42_R
Some gamblers are not sculptors and Some bakers are not sculptors,73_43_R
All linguists are carpenters and Some divers are not carpenters,73_46_R
All planners are surfers and Some artists are surfers,73_49_R
All waiters are poets and Some poets are not cashiers,73_51_R
Some travelers are novelists and Some analysts are novelists,73_52_R
All tutors are butchers and Some butchers are packers,73_55_R
Some judges are not brewers and Some porters are not judges,73_56_R
All skaters are climbers and Some skaters are not therapists,73_57_R
Some jugglers are not investors and Some investors are barbers,73_59_R
Some hikers are not writers and No writers are drivers,73_60_R
Some tellers are not doctors and No climbers are tellers,73_61_R
Some trainers are architects and No designers are architects,73_63_R
All packers are tutors and Some butchers are packers,74_0_R
No buyers are students and All cyclists are students,74_1_R
All fencers are engineers and All engineers are campers,74_2_R
Some nurses are not actors and All nurses are drillers,74_6_R
No tailors are singers and No pilots are tailors,74_7_R
All climbers are tellers and Some tellers are not doctors,74_8_R
All teachers are golfers and No bankers are teachers,74_9_R
All artists are planners and All surfers are artists,74_10_R
No cleaners are painters and All cleaners are auditors,74_11_R
All scholars are assistants and All farmers are assistants,74_12_R
All athletes are hunters and Some athletes are lawyers,74_13_R
Some divers are not carpenters and All linguists are divers,74_16_R
Some sculptors are not gamblers and Some sculptors are not bakers,74_17_R
Some editors are soldiers and Some florists are not editors,74_18_R
Some boxers are actuaries and Some opticians are not actuaries,74_19_R
No dentists are plumbers and Some lifeguards are plumbers,74_20_R
No designers are trainers and No architects are trainers,74_23_R
Some managers are not clerks and No models are managers,74_24_R
No writers are hikers and Some drivers are not writers,74_25_R
Some investors are not barbers and Some jugglers are not barbers,74_26_R
Some poets are not miners and Some skaters are miners,74_27_R
Some mayors are not cooks and Some swimmers are not mayors,74_28_R
All joggers are riders and Some riders are counselors,74_29_R
Some runners are chefs and All chefs are scientists,74_31_R
No gamblers are sculptors and No gamblers are bakers,74_34_R
Some tutors are not packers and All butchers are packers,74_35_R
All assistants are scholars and Some farmers are not assistants,74_36_R
No clerks are managers and Some managers are models,74_38_R
Some porters are judges and No judges are brewers,74_39_R
No architects are trainers and Some architects are designers,74_41_R
No painters are auditors and No auditors are cleaners,74_42_R
Some writers are not hikers and No hikers are drivers,74_43_R
No plumbers are dentists and Some dentists are not lifeguards,74_44_R
Some typists are boxers and No dancers are boxers,74_45_R
Some fencers are engineers and Some engineers are campers,74_47_R
Some boxers are not opticians and Some boxers are actuaries,74_48_R
Some painters are actors and Some painters are workers,74_49_R
Some mayors are not swimmers and Some swimmers are cooks,74_51_R
All skaters are miners and Some skaters are not poets,74_52_R
No cyclists are buyers and All buyers are students,74_55_R
No brokers are agents and Some secretaries are brokers,74_56_R
Some cashiers are waiters and All poets are cashiers,74_57_R
All novelists are analysts and Some travelers are analysts,74_59_R
Some potters are chemists and Some sailors are potters,74_60_R
All counselors are riders and All counselors are joggers,74_62_R
Some lawyers are not hunters and All hunters are athletes,74_63_R
All chefs are runners and Some scientists are chefs,75_3_R
No butchers are packers and No butchers are tutors,75_4_R
Some managers are models and Some managers are clerks,75_5_R
Some linguists are divers and Some divers are not carpenters,75_8_R
Some counselors are not joggers and All riders are joggers,75_9_R
Some cleaners are auditors and No painters are auditors,75_10_R
All cashiers are poets and Some poets are waiters,75_11_R
Some hikers are not writers and No hikers are drivers,75_12_R
Some soldiers are florists and Some editors are soldiers,75_14_R
Some skaters are not therapists and All therapists are climbers,75_15_R
Some jugglers are barbers and Some jugglers are not investors,75_16_R
Some novelists are travelers and All travelers are analysts,75_17_R
All engineers are campers and Some fencers are not campers,75_18_R
All cyclists are students and Some students are not buyers,75_21_R
Some sailors are not potters and Some sailors are not chemists,75_22_R
Some farmers are not scholars and Some scholars are assistants,75_23_R
No athletes are hunters and Some lawyers are hunters,75_24_R
No dentists are lifeguards and Some plumbers are not dentists,75_25_R
No gamblers are sculptors and No bakers are sculptors,75_26_R
Some surfers are artists and No planners are surfers,75_27_R
All doctors are tellers and Some climbers are not doctors,75_28_R
No skaters are poets and Some miners are skaters,75_29_R
Some designers are not architects and Some architects are not trainers,75_31_R
Some lawyers are athletes and No lawyers are hunters,75_32_R
All joggers are riders and Some counselors are riders,75_34_R
No poets are skaters and Some poets are miners,75_35_R
Some models are not managers and No clerks are managers,75_36_R
No butchers are packers and All packers are tutors,75_37_R
Some investors are jugglers and Some barbers are jugglers,75_38_R
Some designers are not trainers and All designers are architects,75_40_R
No cooks are swimmers and All cooks are mayors,75_42_R
Some florists are soldiers and All editors are soldiers,75_43_R
All sailors are chemists and All sailors are potters,75_45_R
No analysts are novelists and No novelists are travelers,75_46_R
No assistants are farmers and Some scholars are not farmers,75_51_R
All runners are scientists and All chefs are runners,75_52_R
Some climbers are not skaters and Some climbers are therapists,75_54_R
Some plumbers are not lifeguards and Some dentists are lifeguards,75_56_R
No agents are secretaries and All brokers are agents,75_58_R
